trial_id,label,similarity
T0001,1,0.5050663948059082
T0002,1,0.5568957328796387
T0003,0,0.21503114700317383
T0004,0,0.014395337551832199
T0005,0,0.12583568692207336
T0006,0,0.1087130755186081
T0007,0,0.25512558221817017
T0008,0,0.22198794782161713
T0009,0,-0.023008963093161583
T0010,0,-0.06884555518627167
T0011,0,0.012758523225784302
T0012,0,0.061401017010211945
T0013,0,-0.016592353582382202
T0014,0,-0.004923023283481598
T0015,0,0.1472923457622528
T0016,0,0.00903092510998249
T0017,0,0.14849945902824402
T0018,0,0.27331894636154175
T0019,0,0.24673783779144287
T0020,0,0.1457480639219284
T0021,0,0.09606294333934784
T0022,0,0.07759825885295868
T0023,0,0.19567760825157166
T0024,0,0.20607134699821472
T0025,0,0.07861261069774628
T0026,0,0.1533018797636032
T0027,1,0.4886372685432434
T0028,0,0.19931668043136597
T0029,0,0.07259868085384369
T0030,0,0.08847414702177048
T0031,0,0.20629513263702393
T0032,0,0.17499300837516785
T0033,0,0.23093953728675842
T0034,0,-0.01287844032049179
T0035,0,0.07858636975288391
T0036,0,-0.013634458184242249
T0037,0,0.040321286767721176
T0038,0,-0.006161186844110489
T0039,0,-0.028756033629179
T0040,0,0.12996530532836914
T0041,0,-0.054659415036439896
T0042,0,0.16347554326057434
T0043,0,0.2532396912574768
T0044,0,0.0037000570446252823
T0045,0,0.19417160749435425
T0046,0,0.06426255404949188
T0047,0,0.10448576509952545
T0048,0,0.12475740909576416
T0049,0,0.12882140278816223
T0050,0,-0.01822277158498764
T0051,0,0.02183878980576992
T0052,0,0.11515495181083679
T0053,0,-0.06383302062749863
T0054,0,-0.074882872402668
T0055,0,0.13170897960662842
T0056,0,0.19165143370628357
T0057,0,0.10762564837932587
T0058,0,-0.09549864381551743
T0059,0,-0.12451347708702087
T0060,0,-0.021936677396297455
T0061,0,0.00030540674924850464
T0062,0,0.06370033323764801
T0063,0,0.06534583121538162
T0064,0,0.25305265188217163
T0065,0,-0.004196148365736008
T0066,0,0.18036231398582458
T0067,0,0.3909938633441925
T0068,0,0.058268167078495026
T0069,0,0.2660508155822754
T0070,0,0.011374469846487045
T0071,0,0.16378740966320038
T0072,0,0.10852174460887909
T0073,0,0.0896701067686081
T0074,0,0.05444999411702156
T0075,0,0.13429474830627441
T0076,1,0.41464295983314514
T0077,1,0.16102498769760132
T0078,0,-0.020249033346772194
T0079,0,0.005714939907193184
T0080,0,0.027289532124996185
T0081,0,0.01623835787177086
T0082,0,0.08468484878540039
T0083,0,0.14212825894355774
T0084,0,0.09732083976268768
T0085,0,-0.08600515127182007
T0086,0,-0.09988391399383545
T0087,0,0.008332028985023499
T0088,0,0.1680564284324646
T0089,0,0.11982017755508423
T0090,0,0.08823272585868835
T0091,0,-0.05322293937206268
T0092,0,0.014456469565629959
T0093,0,-0.05713547021150589
T0094,0,0.0027934201061725616
T0095,0,0.01859375089406967
T0096,0,0.04562264308333397
T0097,0,-0.08369053900241852
T0098,0,0.003259962424635887
T0099,1,0.386058509349823
T0100,0,0.07882869243621826
T0101,0,0.048974208533763885
T0102,0,-0.0021867770701646805
T0103,0,0.20289281010627747
T0104,0,0.21809591352939606
T0105,0,0.16126598417758942
T0106,0,0.025767002254724503
T0107,0,0.04151653125882149
T0108,0,-0.03727486729621887
T0109,0,-0.020406020805239677
T0110,0,-0.004893118515610695
T0111,0,0.17135664820671082
T0112,0,0.05853428319096565
T0113,0,-0.13591791689395905
T0114,0,0.014366261661052704
T0115,0,0.004184297285974026
T0116,0,-0.005909143015742302
T0117,0,0.02442583627998829
T0118,0,-0.22960519790649414
T0119,0,-0.20320141315460205
T0120,0,-0.1594940423965454
T0121,0,0.3060173988342285
T0122,0,0.12990519404411316
T0123,0,0.19104647636413574
T0124,0,0.023067211732268333
T0125,0,0.07910515367984772
T0126,0,0.0006310511380434036
T0127,0,-0.0066786352545022964
T0128,0,0.055874552577733994
T0129,0,0.0571134015917778
T0130,0,-0.0024332059547305107
T0131,0,0.03282758966088295
T0132,0,0.16321374475955963
T0133,0,0.10455697774887085
T0134,0,-0.046928465366363525
T0135,0,-0.10496313124895096
T0136,0,-0.01685311645269394
T0137,0,-0.1524723470211029
T0138,0,-0.06201557442545891
T0139,0,0.03169854357838631
T0140,0,-0.058773867785930634
T0141,0,-0.02873087301850319
T0142,1,0.28179359436035156
T0143,1,0.2896708548069
T0144,0,0.1608305275440216
T0145,0,0.06067780405282974
T0146,0,0.05176680535078049
T0147,0,0.011494647711515427
T0148,0,0.14095285534858704
T0149,0,0.0532725565135479
T0150,0,0.14451190829277039
T0151,0,0.032636143267154694
T0152,0,-0.05229292809963226
T0153,0,0.07939763367176056
T0154,0,-0.10246170312166214
T0155,0,0.12171553075313568
T0156,0,0.1996278464794159
T0157,0,0.04674120992422104
T0158,0,-0.02119605615735054
