trial_id,label,similarity
T0001,1,0.5238958597183228
T0002,1,0.5760499835014343
T0003,0,0.21660931408405304
T0004,0,0.015769442543387413
T0005,0,0.09750016033649445
T0006,0,0.13478496670722961
T0007,0,0.2582900822162628
T0008,0,0.22289663553237915
T0009,0,-0.007148392498493195
T0010,0,-0.03387100249528885
T0011,0,0.05555123835802078
T0012,0,0.046912141144275665
T0013,0,-0.010617990046739578
T0014,0,-0.004684813320636749
T0015,0,0.16649730503559113
T0016,0,0.010421629063785076
T0017,0,0.11819911748170853
T0018,0,0.24780073761940002
T0019,0,0.23998457193374634
T0020,0,0.16809022426605225
T0021,0,0.12082148343324661
T0022,0,0.0845957100391388
T0023,0,0.19694998860359192
T0024,0,0.20210552215576172
T0025,0,0.06607763469219208
T0026,0,0.1675187200307846
T0027,1,0.49603936076164246
T0028,0,0.20240245759487152
T0029,0,0.05551804602146149
T0030,0,0.05440255627036095
T0031,0,0.20310020446777344
T0032,0,0.17277097702026367
T0033,0,0.24697066843509674
T0034,0,-0.01821100525557995
T0035,0,0.08594575524330139
T0036,0,0.02680627815425396
T0037,0,0.040026985108852386
T0038,0,0.0020179152488708496
T0039,0,-0.028069082647562027
T0040,0,0.12650656700134277
T0041,0,-0.049919649958610535
T0042,0,0.14547404646873474
T0043,0,0.24160021543502808
T0044,0,0.027835454791784286
T0045,0,0.20385122299194336
T0046,0,0.10471300780773163
T0047,0,0.10078708082437515
T0048,0,0.16498291492462158
T0049,0,0.09657542407512665
T0050,0,-0.018651951104402542
T0051,0,0.03401259705424309
T0052,0,0.12680834531784058
T0053,0,-0.04926568269729614
T0054,0,-0.07096049189567566
T0055,0,0.15235450863838196
T0056,0,0.21600353717803955
T0057,0,0.1307874172925949
T0058,0,-0.07205746322870255
T0059,0,-0.07167162001132965
T0060,0,0.011873943731188774
T0061,0,0.005745995789766312
T0062,0,0.07543768733739853
T0063,0,0.08681905269622803
T0064,0,0.27691519260406494
T0065,0,0.009918775409460068
T0066,0,0.17999790608882904
T0067,0,0.3748815655708313
T0068,0,0.0803571417927742
T0069,0,0.2801261246204376
T0070,0,0.03689964860677719
T0071,0,0.16176044940948486
T0072,0,0.13831019401550293
T0073,0,0.08495298027992249
T0074,0,0.059488508850336075
T0075,0,0.1620885133743286
T0076,1,0.43419525027275085
T0077,1,0.20784670114517212
T0078,0,-0.011766460724174976
T0079,0,0.006937110796570778
T0080,0,0.031121913343667984
T0081,0,0.030675280839204788
T0082,0,0.07567273825407028
